universe,v2_s1_calmar,v2_s3_calmar,calmar_lift_abs
crypto_top_5,1.5009166482541274,1.1360129399771528,-0.3649037082769746
crypto_top_10,1.4405286137925537,1.6042029905385202,0.16367437674596652
crypto_top_5_no_sol,1.1315842353364383,0.5893353969173815,-0.5422488384190568
