year,v2s3_trend_pct,v2s1_eq_pct,btc_bh_pct
2021,189.9164521309423,1031.2190390998219,57.566543216568846
2022,-13.405635956537786,-71.49012876911996,-65.33637591374327
2023,24.77550016113628,183.37504172913407,154.46359847743997
2024,17.596425050345644,132.73584197654614,111.80840456727151
