alpha,CAGR,Vol,Sharpe,MaxDD,Calmar,TotalRet,vs_S3_alpha_ann,vs_S3_IR,vs_S3_TE,vs_S3_t,Turnover/yr,mean_|Δw|
0.0,0.02382020137533769,0.23770278149097393,0.21726567383553808,-0.4517623325660427,0.052727285252042205,0.11956520250514258,-2.5455237586939077e-16,-0.10379927080139785,2.4523522555031545e-15,-0.22735639929984156,1.6775053491905892e-17,2.7300566179307128e-17
0.5,0.00537687372994422,0.23897800257096427,0.14123762059730266,-0.474751672010003,0.01132565517290254,0.026060885918227195,-0.017891970534999305,-0.48477795381456423,0.03690755818042685,-1.061831833579123,2.9819992998396194,0.061069216170221714
1.0,-0.002981468347780236,0.24162253067148645,0.1077245642399478,-0.4872588062633644,-0.006118859853235257,-0.014223196082904344,-0.025615973166079067,-0.49426253096189987,0.05182665397724367,-1.0826063466604883,4.263327952850834,0.09159004685739079
2.0,-0.0050847544866289285,0.2436340861028309,0.10012958569416384,-0.49037923966185015,-0.010369024777915176,-0.024160298759571708,-0.027249674890765668,-0.48938088852072426,0.05568193513468539,-1.0719138568238444,4.5850723874754316,0.10558490616913661
5.0,-0.0036324635006357298,0.24536001608868377,0.10702158899460384,-0.4877468933758369,-0.007447435442375455,-0.017307381145908796,-0.025385836195665867,-0.4414715996213496,0.05750276171205423,-0.9669758998123871,4.647151945005468,0.11241083637061
