year,v2s1_pct,btc_bh_pct,eth_bh_pct
2021,1031.2190390998219,57.566543216568846,404.34621558217066
2022,-71.49012876911996,-65.33637591374327,-68.23483484440477
2023,183.37504172913407,154.46359847743997,90.101971108186
2024,132.73584197654614,111.80840456727151,41.910001530586214
