universe,n_symbols,momentum_nav_100k,momentum_cagr_pct,momentum_sharpe,momentum_max_dd_pct,equal_nav_100k,equal_cagr_pct,equal_sharpe,alpha_cagr_pp,alpha_sharpe
crypto_top_5,5,3138197.690283492,136.54510709296068,1.511061494802715,-77.0520285420133,2282646.5411905507,118.46265975460106,1.4102348036808314,18.08244733835962,0.10082669112188358
crypto_top_10,10,3798625.890567804,148.1054659057625,1.422835716890348,-79.42876119129019,2267818.5714747333,118.1072545408791,1.3508906062970116,29.99821136488339,0.07194511059333641
crypto_top_5_no_sol,4,1081484.9889670762,81.27094000013066,1.1717670278559233,-76.41955367961486,1134792.6859999057,83.46305424309011,1.1952178760533358,-2.192114242959442,-0.0234508481974125
