signal,final_nav_100k,cagr_pct,sharpe,max_dd_pct,vol_ann_pct
raw,3138197.690283492,136.54510709296068,1.511061494802715,-77.0520285420133,76.58067115134241
vol_adj,2862021.591561652,131.16334323509187,1.4678665527203163,-79.13962470510987,77.83601374788735
