lookback,final_nav_100k,cagr_pct,sharpe,max_dd_pct,vol_ann_pct
60,1603531.6632912639,100.01528130256285,1.2859713837990847,-79.80908050362463,77.5156288854356
120,3138197.690283492,136.54510709296068,1.511061494802715,-77.0520285420133,76.58067115134241
240,2429971.769519437,121.90301802142756,1.4199571501864272,-78.86835332523762,77.20971082237587
