year,v2s4_mom_pct,v2s1_eq_pct,btc_bh_pct
2021,1025.9422590646507,1031.2190390998219,57.566543216568846
2022,-67.73787721802573,-71.49012876911996,-65.33637591374327
2023,199.59460569732158,183.37504172913407,154.46359847743997
2024,165.63067682397096,132.73584197654614,111.80840456727151
