timestamp,s2,bh_510300
2021-10-29,138900.25677991725,125640.4561566007
2021-11-01,138571.882769055,125199.80571852406
2021-11-02,137501.18722052398,123767.69179477498
2021-11-03,137674.8107459825,123216.8787471792
2021-11-04,138426.52758477756,124511.28940902931
2021-11-05,137784.28065325384,124043.09831857287
2021-11-08,137906.36241699688,123932.93570905372
2021-11-09,138753.00360389112,123877.85440429415
2021-11-10,138629.05056381022,123189.3380947994
2021-11-11,140134.59469475687,125392.59028518258
2021-11-12,140358.56632286237,125337.50898042301
2021-11-15,140090.69052630683,125172.26506614426
2021-11-16,139809.03021146427,125062.10245662511
2021-11-17,140438.30515491965,125034.56180424531
2021-11-18,139313.70980576053,123822.77309953458
2021-11-19,140609.70476162314,125337.50898042301
2021-11-22,141729.52706223849,125695.53746136028
2021-11-23,141740.32992978653,125778.15941849964
2021-11-24,141744.70998482805,126081.10659467733
2021-11-25,141635.8289247645,125557.83419946133
2021-11-26,141270.03945165497,124401.12679951017
2021-11-29,141330.18597392426,124208.34223285162
2021-11-30,141412.76479814347,123712.6104900154
2021-12-01,141549.67138194732,124070.63897095267
2021-12-02,140957.47716955357,124346.04549475056
2021-12-03,141742.40774144843,125585.3748518411
2021-12-06,140788.0739473464,125447.67158994215
2021-12-07,140469.67134371094,126218.80985657628
2021-12-08,142117.55751823037,128201.73682792114
2021-12-09,143578.38075825243,130515.15162782346
2021-12-10,143507.68406042023,130102.04184212662
2021-12-13,143546.68861445418,130460.07032306389
2021-12-14,143309.8604570195,129606.31009929042
2021-12-15,142329.80451656404,128339.44008982008
2021-12-16,142989.73351975,129083.0377040744
2021-12-17,141657.33919473513,127072.57008034975
2021-12-20,139418.50650498125,125007.02115186551
2021-12-21,140468.12210820036,125585.3748518411
2021-12-22,140601.5071822304,125667.99680898048
2021-12-23,140751.89507347957,126714.54159941249
2021-12-24,139648.952197627,126081.10659467733
2021-12-27,139821.78916489822,126191.26920419648
2021-12-28,140604.18073808172,126907.32616607101
2021-12-29,139813.1172111185,125062.10245662511
2021-12-30,140962.86116085178,126053.56594229753
2021-12-31,141290.0222462179,126384.05377085503
2022-01-04,139954.25405916356,125888.3220280188
2022-01-05,137925.23781488097,124593.91136616869
2022-01-06,136950.2381307008,123051.63483290045
2022-01-07,136295.77330408836,123382.12266145795
2022-01-10,136599.37069923148,123740.1511423952
2022-01-11,135780.1888286476,122500.82178530467
2022-01-12,137276.03290161435,123932.93570905372
2022-01-13,135845.48032595112,121702.14286629074
2022-01-14,135458.3549905876,120490.35416158
2022-01-17,136667.93067899015,121619.5209091514
2022-01-18,136522.90346748004,122886.3909186217
2022-01-19,135421.9089124178,122170.33395674718
2022-01-20,135119.5429463498,123216.8787471792
2022-01-21,133665.40972356644,122280.49656626636
2022-01-24,133772.00187687046,122335.57787102593
2022-01-25,130690.73969913054,119416.26871876822
2022-01-26,131105.567511536,120132.32568064275
2022-01-27,128568.99902965769,117901.53283787977
2022-01-28,128115.26758283279,115946.14651891471
2022-02-07,129190.92623724965,117929.07349025957
2022-02-08,128906.59439137005,117323.17913790418
2022-02-09,129845.33901468126,118397.264580716
2022-02-10,129044.17722867828,118094.31740453832
2022-02-11,127341.72532456019,117102.85391886588
2022-02-14,126180.64841489743,115753.3619522562
2022-02-15,128220.09479847102,116910.06935220736
2022-02-16,128528.17747351044,117488.42305218293
2022-02-17,128668.02009219526,117763.82957598082
2022-02-18,129072.1937740921,118424.80523309577
2022-02-21,129123.02540138895,117956.61414263937
2022-02-22,127726.88389593492,116304.17499985197
2022-02-23,129632.16439088581,117626.12631408188
2022-02-24,127367.19883424557,115285.17086179975
2022-02-25,128985.58542293594,116249.0936950924
2022-02-28,129462.05772501955,116414.33760937114
2022-03-01,129969.91112969043,117460.88239980313
2022-03-02,129111.02745421868,116496.95956651052
2022-03-03,128386.07958744351,115698.28064749659
2022-03-04,127358.36862372867,114293.70737612734
2022-03-07,124170.2779814197,110217.69082391844
2022-03-08,121716.86419007467,107959.35732877569
2022-03-09,120138.29214422508,106857.7312335841
2022-03-10,122080.73351733178,108510.17037637149
2022-03-11,123508.37697438535,109281.3086430056
2022-03-14,120790.6889186928,105425.61730983503
2022-03-15,116580.26928104192,99945.02748625688
2022-03-16,120423.5138254187,104709.5603479605
2022-03-17,122213.53636440996,107022.97514786285
2022-03-18,122837.08100890645,107794.11341449695
2022-03-21,122851.48884208055,107628.8695002182
2022-03-22,122171.39870644207,107518.70689069905
2022-03-23,123207.69809084249,108207.2232001938
2022-03-24,122890.8393889872,107463.62558593947
2022-03-25,121127.63428835839,105342.99535269567
2022-03-28,120581.10546553772,104654.47904320092
2022-03-29,120287.57693625824,104158.74730036472
2022-03-30,123242.97539095463,107546.24754307883
2022-03-31,122285.55328569419,106692.48731930536
2022-04-01,122844.16056115636,108097.06059067464
2022-04-06,122380.22143391194,107766.57276211715
2022-04-07,120481.1451016129,106334.4588383681
2022-04-08,120573.78906545156,107105.5971050022
2022-04-11,117510.74072889463,103470.23099086997
2022-04-12,119635.0384551397,105398.07665745524
2022-04-13,118206.91773770064,104516.77578130197
2022-04-14,119201.89937180352,105728.56448601272
2022-04-15,118900.89237915266,105673.48318125315
2022-04-18,118676.28150376244,105122.67013365736
2022-04-19,117947.20272400197,104379.07251940302
2022-04-20,115867.0874112582,102451.22685281775
2022-04-21,113807.47959621847,100578.46249099205
2022-04-22,113648.15828846171,100853.86901478995
2022-04-25,108890.54273094649,95538.52310549053
2022-04-26,107637.6056747631,94712.30353409683
2022-04-27,110444.05322146488,97631.61268635455
2022-04-28,109530.50148861187,98347.66964822909
2022-04-29,112581.5247516871,101101.73488620804
2022-05-05,112457.45353337191,100688.62510051121
2022-05-06,110598.89452280354,98017.1818196716
2022-05-09,110508.19744070411,97135.88094351834
2022-05-10,111927.59968981807,98375.21030060887
2022-05-11,113256.2731953254,99889.9461814973
2022-05-12,113522.05365186428,99339.13313390152
2022-05-13,114104.9853021104,100192.89335767498
2022-05-16,113272.24516239343,99339.13313390152
2022-05-17,114035.14486341935,100688.62510051121
2022-05-18,113698.44724343721,100303.05596719414
2022-05-19,114207.49683688753,100550.92183861225
2022-05-20,115876.95614054636,102864.3366385146
2022-05-23,115943.0671477165,101983.03576236132
2022-05-24,112796.17544054938,99724.70226721857
2022-05-25,113557.2355614234,100192.89335767498
2022-05-26,113968.64346110447,100468.29988147289
2022-05-27,114093.93845263108,100743.70640527079
2022-05-30,114663.75049284029,101377.14141000595
2022-05-31,116357.8357872211,103139.74316231249
2022-06-01,116410.74038498482,102974.49924803375
2022-06-02,116945.89988248885,103277.44642421143
2022-06-06,119314.41276015836,105535.77991935419
2022-06-07,119624.54411878256,105701.02383363293
2022-06-08,120662.69678274952,106857.7312335841
2022-06-09,119188.77579896938,105921.34905267126
2022-06-10,120988.90691660943,107518.70689069905
2022-06-13,120218.61077769418,106086.59296694999
2022-06-14,121565.29027329641,107188.21906214158
2022-06-15,122352.23499621236,108537.71102875128
2022-06-16,121913.34667854292,107794.11341449695
2022-06-17,123383.7785834098,109529.1745144237
2022-06-20,123901.5576233763,110107.5282143993
2022-06-21,123438.90891761887,110052.44690963971
2022-06-22,122129.53476003028,108675.41429065022
2022-06-23,124398.82793957212,110740.96321913444
2022-06-24,125889.949035262,112062.91453336435
2022-06-27,126491.7653642483,113384.86584759426
2022-06-28,127292.93305114917,114816.97977134332
2022-06-29,125610.9293788032,113302.24389045489
2022-06-30,126964.89615150393,114679.27650944437
