date,symbol,size,kind,price
2020-01-02,511990,999.700189913045,init_buy,100.02999
2020-02-03,511990,-75.07054980129226,dca_cash_out,99.90602200000001
2020-02-03,510300,385.7287163766065,dca_buy,3.2406194999999998
2020-02-03,510500,282.21714758161926,dca_buy,4.4292134999999995
2020-02-03,159915,748.1289295472027,dca_buy,1.6708349999999998
2020-02-03,512100,714.3369424493015,dca_buy,1.7498745
2020-02-03,512880,1395.950069657909,dca_buy,0.8954475
2020-02-03,512170,2646.9815939487894,dca_buy,0.47223599999999993
2020-02-04,510300,1649.1727057100688,swing_buy,3.1605794999999994
2020-02-04,510500,1175.5024382489034,swing_buy,4.4232105
2020-02-04,159915,3019.721856166328,swing_buy,1.7168579999999998
2020-02-04,512100,3020.7676485421634,swing_buy,1.722861
2020-02-04,512880,5938.342915622652,swing_buy,0.8754375
2020-02-04,512170,12324.615154562052,swing_buy,0.42621299999999995
2020-02-12,510300,736.3161959145431,swing_buy,3.449724
2020-02-12,510500,527.4219302038805,swing_buy,4.814406
2020-02-12,159915,1226.5224913351767,swing_buy,1.9439715
2020-02-12,512100,1295.9676172263794,swing_buy,1.9119555
2020-02-12,512880,2802.6835923439785,swing_buy,0.9334665
2020-02-12,512170,5184.2336363529175,swing_buy,0.47723849999999995
2020-02-20,510300,366.5001022119094,swing_buy,3.565782
2020-02-20,512170,2623.599804826012,swing_buy,0.490245
2020-03-02,511990,-75.03826914207112,dca_cash_out,99.9490005
2020-03-02,510300,361.4044872270258,dca_buy,3.4587285
2020-03-02,510500,251.94097849240336,dca_buy,4.961479499999999
2020-03-02,159915,616.6709340295303,dca_buy,2.0270129999999997
2020-03-02,512100,620.9618848627376,dca_buy,2.013006
2020-03-02,512880,1248.1271851586696,dca_buy,1.0015005
2020-03-02,512170,2478.9192705234686,dca_buy,0.5042519999999999
2020-03-02,510500,256.67485310373456,swing_buy,4.961479499999999
2020-04-01,511990,-75.03376707102613,dca_cash_out,99.9549975
2020-04-01,510300,393.7520681827382,dca_buy,3.1745864999999998
2020-04-01,510500,277.3308129509052,dca_buy,4.5072525
2020-04-01,159915,694.8694729387253,dca_buy,1.798899
2020-04-01,512100,674.9731563175733,dca_buy,1.8519255
2020-04-01,512880,1355.0708376831108,dca_buy,0.922461
2020-04-01,512170,2630.263815460691,dca_buy,0.4752374999999999
2020-04-07,512170,-1786.8350193633235,swing_sell,0.493753
2020-04-17,512170,-1503.4250582767474,swing_sell,0.5297350000000001
2020-05-06,511990,-50.03551996544587,dca_cash_out,99.9290105
2020-05-06,510300,246.86332984466077,dca_buy,3.375687
2020-05-06,510500,173.5966808870124,dca_buy,4.800399
2020-05-06,159915,420.66508833125533,dca_buy,1.9809899999999998
2020-05-06,512100,429.78166919292335,dca_buy,1.938969
2020-05-06,512880,894.6475562791466,dca_buy,0.9314655
2020-05-06,512170,1595.6261971185545,dca_buy,0.522261
2020-05-07,510300,-253.4959617478468,swing_sell,3.4252865000000003
2020-05-07,510500,-204.07769279390328,swing_sell,4.905546000000001
2020-05-07,512170,-1486.4299187193785,swing_sell,0.5347325
2020-05-19,512170,-1317.3345787413916,swing_sell,0.569715
2020-06-05,512100,-340.38566278716803,swing_sell,2.0899545
2020-06-10,159915,-317.8595937440265,swing_sell,2.100949
2020-06-16,512170,-1142.194678253323,swing_sell,0.609695
2020-06-24,159915,-292.5248544591333,swing_sell,2.316841
2020-06-30,512170,-1029.598002113232,swing_sell,0.6646675000000001
2020-07-06,512880,-1026.8939284818393,swing_sell,1.257371
2020-07-07,510300,-228.44446430581223,swing_sell,4.327835
2020-07-10,510500,-133.1961116453231,swing_sell,6.1339315
2020-07-15,512880,-595.4523456195218,swing_sell,1.3703145
2020-08-03,511990,-50.027513881947215,dca_cash_out,99.94500250000002
2020-08-03,510300,193.74665617489774,dca_buy,4.3011495
2020-08-03,510500,136.43192053986655,dca_buy,6.1080525
2020-08-03,159915,304.65138072270867,dca_buy,2.7353669999999997
2020-08-03,512100,324.0921692201889,dca_buy,2.5712849999999996
2020-08-03,512880,657.3929557189309,dca_buy,1.2676334999999999
2020-08-03,512170,1107.6022272551668,dca_buy,0.7523759999999999
