timestamp,v2,v1,bh_510300
2022-11-22,115569.07728432295,116123.23795978428,96034.25484832675
2022-11-23,115253.4389925178,115776.90145640014,96116.87680546612
2022-11-24,115159.05991446384,115680.24576392981,95621.14506262989
2022-11-25,114922.07564279826,115406.97557263168,96199.49876260548
2022-11-28,114069.861108433,114497.72499835258,94960.16940551494
2022-11-29,116152.26285874004,116721.84108969067,98154.88508157055
2022-11-30,116015.28400978091,116570.62342437735,98237.50703870993
2022-12-01,116990.80163345295,117598.32297729432,99476.83639580046
2022-12-02,116805.9042199742,117378.95493653789,98843.40139106529
2022-12-05,117853.03971449273,118508.67982563833,100798.78771003037
2022-12-06,117818.10287767727,118469.43138733512,101432.22271476552
2022-12-07,117768.48123991906,118413.34599457034,101101.73488620804
2022-12-08,117649.78237054627,118285.14585684921,101349.60075762616
2022-12-09,118152.32194147108,118822.44409031114,102285.982938539
2022-12-12,117421.84469131597,118033.93830218143,101129.27553858784
2022-12-13,116828.6821492865,117401.45373195087,100826.32836241016
2022-12-14,116693.64835765744,117259.66696280122,101101.73488620804
2022-12-15,116813.53898616295,117384.8262023131,101046.65358144847
2022-12-16,116425.60676445381,116967.494840906,101156.81619096763
2022-12-19,114660.52659248387,115072.70850203045,99559.45835293984
2022-12-20,113573.9481954958,113912.04783803843,97824.39725301307
2022-12-21,113393.01078924653,113717.00870729084,97741.77529587371
2022-12-22,113167.43840567443,113472.67712878258,97962.10051491202
2022-12-23,113201.11392797137,113505.27402851771,97686.69399111412
2022-12-26,113817.96008491592,114167.35384843018,97934.55986253223
2022-12-27,114842.47916745873,115262.84977725265,99228.97052438236
2022-12-28,114455.87773731627,114846.53200634738,98870.94204344509
2022-12-29,114567.93141206025,114965.31118691589,98540.4542148876
2022-12-30,114764.34276484646,115172.91659419253,98981.10465296423
2023-01-03,115279.41172349721,115765.95847469609,99284.05182914193
2023-01-04,115277.38867027021,115762.75490404827,99421.75509104088
2023-01-05,116900.61482224218,117562.14117976045,101487.30401952511
2023-01-06,117104.63502871814,117791.65078114701,101927.95445760175
2023-01-09,117692.18275437404,118427.4258455388,102616.47076709649
2023-01-10,118178.82372889211,118953.55274663695,102781.71468137523
2023-01-11,117626.55636487404,118355.46924473986,102781.71468137523
2023-01-12,117813.44393519216,118558.43794104933,102946.95859565397
2023-01-13,119180.56967581493,120023.59686654939,104654.47904320092
2023-01-16,120962.90048083718,121935.17062635743,106389.54014312767
2023-01-17,121113.57047716413,122096.5805187177,106279.37753360852
2023-01-18,120974.05100808518,121953.66011488828,106031.51166219042
2023-01-19,122205.17198181467,123277.66330973385,106802.64992882452
2023-01-20,122458.67166677688,123539.74119063592,107436.08493355969
2023-01-30,122581.82376457991,123662.39566316523,108097.06059067464
2023-01-31,121841.68290951161,122885.08345736565,106830.19058120431
2023-02-01,123152.78649400445,124356.14022629155,107683.9508049778
2023-02-02,122935.8381561234,124154.83581205092,107408.5442811799
2023-02-03,122220.91053278884,123372.7263241121,106224.29622884895
2023-02-06,121168.70613209941,122227.85044172779,104654.47904320092
2023-02-07,121260.88126069328,122326.51544134165,104929.88556699883
2023-02-08,120748.56521518425,121772.53241090923,104461.6944765424
2023-02-09,122167.54786852741,123315.71224833817,105948.88970505104
2023-02-10,121630.77410546708,122731.99997685874,105287.9140479361
2023-02-13,122349.77692065793,123515.19487941638,106169.21492408936
2023-02-14,122399.13979013034,123569.5827027866,106417.08079550747
2023-02-15,121680.82729016253,122780.89772238096,105645.94252887335
2023-02-16,120775.72671434745,121797.96409158141,104847.26360985945
2023-02-17,119467.3880421692,120374.13221760764,103249.90577183165
2023-02-20,121246.04821268927,122300.49581026885,106141.67427170958
2023-02-21,121279.72074252082,122330.63300903738,106279.37753360852
2023-02-22,120791.80534148458,121800.0601455838,105177.75143841693
2023-02-23,120782.27035655425,121784.7593037231,105177.75143841693
2023-02-24,120040.66078186763,120981.5116244428,104103.66599560513
