alpha,CAGR,Vol,Sharpe,MaxDD,Calmar,TotalRet,vs_S3_alpha_ann,vs_S3_IR,vs_S3_TE,vs_S3_t,Turnover/yr,mean_|Δw|
0.0,0.06727750449254666,0.1605683506135804,0.4856768075434758,-0.2303207557433571,0.29210352438888726,0.3659649535767091,0.0,,0.0,,0.0,0.0
0.5,0.05966966234808346,0.15215173508681432,0.4571021918479956,-0.22032136738129682,0.2708301199166797,0.3199537339265017,-0.008435432316866824,-0.20601545153926312,0.04094562933916232,-0.4508718894322942,1.1476386563016419,0.030317356752360615
1.0,0.05747673801931952,0.15165848156668504,0.44448980739982374,-0.22170575064008813,0.2592478447373514,0.3069215998500532,-0.010573674656399672,-0.17004596028810906,0.06218127521809212,-0.372151422782076,1.684597375230837,0.046518372381540225
2.0,0.04820175244988412,0.15232675750536692,0.3853845182021348,-0.2390906288425253,0.20160452412223873,0.25292331737926665,-0.01927994986802596,-0.2738606697286925,0.07040057956159303,-0.5993534789706616,1.9024060898861224,0.05507702601161258
5.0,0.047029416006515445,0.15173233697959662,0.37890815631488317,-0.24748794006439967,0.1900271019035423,0.24622573270304082,-0.020491703860237694,-0.29946664783395494,0.06842733242066981,-0.6553930412599075,1.8655014615812346,0.0573163291105766
