year,v2s2_ma_pct,v2s1_eq_pct,btc_bh_pct
2021,51.94388803771221,1031.2190390998219,57.566543216568846
2022,0.0,-71.49012876911996,-65.33637591374327
2023,80.75415786967204,183.37504172913407,154.46359847743997
2024,53.28054749483855,132.73584197654614,111.80840456727151
