weight_mode,final_nav_100k,cagr_pct,sharpe,max_dd_pct
equal,436449.79497157753,44.50207074396096,1.0189887500158834,-42.96405476700546
signal_only,127526.60315368253,6.263013536381301,0.35273698365644596,-57.16786660099582
